Reporting level,Province/territory,Indicator,Metric,Data year,Unit of measurement,Indicator result
Regional,Manitoba,Knee Replacement,50thPercentile,2016,Days,n/a
Regional,Manitoba,Knee Replacement,90thPercentile,2016,Days,n/a
Regional,Manitoba,Knee Replacement,Volume,2016,Number of cases,n/a
Regional,Manitoba,Knee Replacement,% Meeting Benchmark,2016,Proportion,57
Regional,Manitoba,Knee Replacement,50thPercentile,2016,Days,161
Regional,Manitoba,Knee Replacement,90thPercentile,2016,Days,413
Regional,Manitoba,Knee Replacement,Volume,2016,Number of cases,889
Provincial,Manitoba,Lung Cancer Surgery,50thPercentile,2016,Days,25
Provincial,Manitoba,Lung Cancer Surgery,90thPercentile,2016,Days,47
Provincial,Manitoba,Lung Cancer Surgery,Volume,2016,Number of cases,116
Provincial,Manitoba,MRI Scan,50thPercentile,2016,Days,110
Provincial,Manitoba,MRI Scan,90thPercentile,2016,Days,196
Provincial,Manitoba,MRI Scan,Volume,2016,Number of cases,"26,183"
Provincial,Manitoba,Prostate Cancer Surgery,50thPercentile,2016,Days,n/a
Provincial,Manitoba,Prostate Cancer Surgery,90thPercentile,2016,Days,n/a
Provincial,Manitoba,Prostate Cancer Surgery,Volume,2016,Number of cases,n/a
Provincial,Manitoba,Radiation Therapy,% Meeting Benchmark,2016,Proportion,100
Provincial,Manitoba,Radiation Therapy,50thPercentile,2016,Days,10
Provincial,Manitoba,Radiation Therapy,90thPercentile,2016,Days,22
Provincial,Manitoba,Radiation Therapy,Volume,2016,Number of cases,"1,503"
Provincial,New Brunswick,Bladder Cancer Surgery,50thPercentile,2016,Days,31
Provincial,New Brunswick,Bladder Cancer Surgery,90thPercentile,2016,Days,71
Provincial,New Brunswick,Bladder Cancer Surgery,Volume,2016,Number of cases,258
Provincial,New Brunswick,Breast Cancer Surgery,50thPercentile,2016,Days,19
Provincial,New Brunswick,Breast Cancer Surgery,90thPercentile,2016,Days,42
Provincial,New Brunswick,Breast Cancer Surgery,Volume,2016,Number of cases,342
Provincial,New Brunswick,CABG,50thPercentile,2016,Days,10
Provincial,New Brunswick,CABG,90thPercentile,2016,Days,175
Provincial,New Brunswick,CABG,Volume,2016,Number of cases,204
Provincial,New Brunswick,Cataract surgery,% Meeting Benchmark,2016,Proportion,68
Provincial,New Brunswick,Cataract surgery,50thPercentile,2016,Days,64
Provincial,New Brunswick,Cataract surgery,90thPercentile,2016,Days,194
Provincial,New Brunswick,Cataract surgery,Volume,2016,Number of cases,"5,310"
Provincial,New Brunswick,Colorectal Cancer Surgery,50thPercentile,2016,Days,21
Provincial,New Brunswick,Colorectal Cancer Surgery,90thPercentile,2016,Days,48
Provincial,New Brunswick,Colorectal Cancer Surgery,Volume,2016,Number of cases,221
Provincial,New Brunswick,CT Scan,50thPercentile,2016,Days,n/a
Provincial,New Brunswick,CT Scan,90thPercentile,2016,Days,n/a
Provincial,New Brunswick,CT Scan,Volume,2016,Number of cases,n/a
Provincial,New Brunswick,Hip Fracture Repair,% Meeting Benchmark,2016,Proportion,89
Provincial,New Brunswick,Hip Fracture Repair,50thPercentile,2016,Hours,19
Provincial,New Brunswick,Hip Fracture Repair,90thPercentile,2016,Hours,52
Provincial,New Brunswick,Hip Fracture Repair,Volume,2016,Number of cases,361
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2016,Proportion,n/a
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,50thPercentile,2016,Hours,n/a
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,90thPercentile,2016,Hours,n/a
Provincial,New Brunswick,Hip Fracture Repair/Emergency and Inpatient,Volume,2016,Number of cases,n/a
Provincial,New Brunswick,Hip Replacement,% Meeting Benchmark,2016,Proportion,55
Provincial,New Brunswick,Hip Replacement,50thPercentile,2016,Days,164
Provincial,New Brunswick,Hip Replacement,90thPercentile,2016,Days,406
Provincial,New Brunswick,Hip Replacement,Volume,2016,Number of cases,505
Regional,New Brunswick,Hip Replacement,% Meeting Benchmark,2016,Proportion,56
Regional,New Brunswick,Hip Replacement,50thPercentile,2016,Days,162
Regional,New Brunswick,Hip Replacement,90thPercentile,2016,Days,364
Regional,New Brunswick,Hip Replacement,Volume,2016,Number of cases,323
Regional,New Brunswick,Hip Replacement,% Meeting Benchmark,2016,Proportion,54
Regional,New Brunswick,Hip Replacement,50thPercentile,2016,Days,164
Regional,New Brunswick,Hip Replacement,90thPercentile,2016,Days,494
Regional,New Brunswick,Hip Replacement,Volume,2016,Number of cases,182
Provincial,New Brunswick,Knee Replacement,% Meeting Benchmark,2016,Proportion,50
Provincial,New Brunswick,Knee Replacement,50thPercentile,2016,Days,180
Provincial,New Brunswick,Knee Replacement,90thPercentile,2016,Days,480
Provincial,New Brunswick,Knee Replacement,Volume,2016,Number of cases,925
Regional,New Brunswick,Knee Replacement,% Meeting Benchmark,2016,Proportion,48
Regional,New Brunswick,Knee Replacement,50thPercentile,2016,Days,194
Regional,New Brunswick,Knee Replacement,90thPercentile,2016,Days,500
Regional,New Brunswick,Knee Replacement,Volume,2016,Number of cases,619
Regional,New Brunswick,Knee Replacement,% Meeting Benchmark,2016,Proportion,55
Regional,New Brunswick,Knee Replacement,50thPercentile,2016,Days,157
Regional,New Brunswick,Knee Replacement,90thPercentile,2016,Days,466
Regional,New Brunswick,Knee Replacement,Volume,2016,Number of cases,306
Provincial,New Brunswick,Lung Cancer Surgery,50thPercentile,2016,Days,29
Provincial,New Brunswick,Lung Cancer Surgery,90thPercentile,2016,Days,54
Provincial,New Brunswick,Lung Cancer Surgery,Volume,2016,Number of cases,102
Provincial,New Brunswick,MRI Scan,50thPercentile,2016,Days,n/a
Provincial,New Brunswick,MRI Scan,90thPercentile,2016,Days,n/a
Provincial,New Brunswick,MRI Scan,Volume,2016,Number of cases,n/a
Provincial,New Brunswick,Prostate Cancer Surgery,50thPercentile,2016,Days,39
Provincial,New Brunswick,Prostate Cancer Surgery,90thPercentile,2016,Days,90
Provincial,New Brunswick,Prostate Cancer Surgery,Volume,2016,Number of cases,85
Provincial,New Brunswick,Radiation Therapy,% Meeting Benchmark,2016,Proportion,98
Provincial,New Brunswick,Radiation Therapy,50thPercentile,2016,Days,7
Provincial,New Brunswick,Radiation Therapy,90thPercentile,2016,Days,19
Provincial,New Brunswick,Radiation Therapy,Volume,2016,Number of cases,947
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,50thPercentile,2016,Days,23
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,90thPercentile,2016,Days,48
Provincial,Newfoundland and Labrador,Bladder Cancer Surgery,Volume,2016,Number of cases,135
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,50thPercentile,2016,Days,17
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,90thPercentile,2016,Days,29
Provincial,Newfoundland and Labrador,Breast Cancer Surgery,Volume,2016,Number of cases,282
Provincial,Newfoundland and Labrador,CABG,50thPercentile,2016,Days,6
Provincial,Newfoundland and Labrador,CABG,90thPercentile,2016,Days,83
Provincial,Newfoundland and Labrador,CABG,Volume,2016,Number of cases,152
Provincial,Newfoundland and Labrador,Cataract surgery,% Meeting Benchmark,2016,Proportion,90
Provincial,Newfoundland and Labrador,Cataract surgery,50thPercentile,2016,Days,65
Provincial,Newfoundland and Labrador,Cataract surgery,90thPercentile,2016,Days,112
Provincial,Newfoundland and Labrador,Cataract surgery,Volume,2016,Number of cases,"2,053"
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,50thPercentile,2016,Days,13
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,90thPercentile,2016,Days,26
Provincial,Newfoundland and Labrador,Colorectal Cancer Surgery,Volume,2016,Number of cases,237
Provincial,Newfoundland and Labrador,CT Scan,50thPercentile,2016,Days,n/a
Provincial,Newfoundland and Labrador,CT Scan,90thPercentile,2016,Days,n/a
Provincial,Newfoundland and Labrador,CT Scan,Volume,2016,Number of cases,"38,484"
Provincial,Newfoundland and Labrador,Hip Fracture Repair,% Meeting Benchmark,2016,Proportion,90
Provincial,Newfoundland and Labrador,Hip Fracture Repair,50thPercentile,2016,Hours,20
Provincial,Newfoundland and Labrador,Hip Fracture Repair,90thPercentile,2016,Hours,48
Provincial,Newfoundland and Labrador,Hip Fracture Repair,Volume,2016,Number of cases,181
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2016,Proportion,97
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,50thPercentile,2016,Hours,22
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,90thPercentile,2016,Hours,44
Provincial,Newfoundland and Labrador,Hip Fracture Repair/Emergency and Inpatient,Volume,2016,Number of cases,233
Provincial,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2016,Proportion,77
Provincial,Newfoundland and Labrador,Hip Replacement,50thPercentile,2016,Days,100
Provincial,Newfoundland and Labrador,Hip Replacement,90thPercentile,2016,Days,241
Provincial,Newfoundland and Labrador,Hip Replacement,Volume,2016,Number of cases,252
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2016,Proportion,97
Regional,Newfoundland and Labrador,Hip Replacement,50thPercentile,2016,Days,64
Regional,Newfoundland and Labrador,Hip Replacement,90thPercentile,2016,Days,169
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2016,Number of cases,43
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2016,Proportion,100
Regional,Newfoundland and Labrador,Hip Replacement,50thPercentile,2016,Days,77
Regional,Newfoundland and Labrador,Hip Replacement,90thPercentile,2016,Days,113
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2016,Number of cases,12
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2016,Proportion,67
Regional,Newfoundland and Labrador,Hip Replacement,50thPercentile,2016,Days,124
Regional,Newfoundland and Labrador,Hip Replacement,90thPercentile,2016,Days,275
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2016,Number of cases,145
Regional,Newfoundland and Labrador,Hip Replacement,% Meeting Benchmark,2016,Proportion,85
Regional,Newfoundland and Labrador,Hip Replacement,50thPercentile,2016,Days,44
Regional,Newfoundland and Labrador,Hip Replacement,90thPercentile,2016,Days,241
Regional,Newfoundland and Labrador,Hip Replacement,Volume,2016,Number of cases,52
Provincial,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2016,Proportion,70
Provincial,Newfoundland and Labrador,Knee Replacement,50thPercentile,2016,Days,127
Provincial,Newfoundland and Labrador,Knee Replacement,90thPercentile,2016,Days,269
Provincial,Newfoundland and Labrador,Knee Replacement,Volume,2016,Number of cases,498
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2016,Proportion,85
Regional,Newfoundland and Labrador,Knee Replacement,50thPercentile,2016,Days,95
Regional,Newfoundland and Labrador,Knee Replacement,90thPercentile,2016,Days,209
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2016,Number of cases,97
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2016,Proportion,95
Regional,Newfoundland and Labrador,Knee Replacement,50thPercentile,2016,Days,76
Regional,Newfoundland and Labrador,Knee Replacement,90thPercentile,2016,Days,145
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2016,Number of cases,25
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2016,Proportion,61
Regional,Newfoundland and Labrador,Knee Replacement,50thPercentile,2016,Days,152
Regional,Newfoundland and Labrador,Knee Replacement,90thPercentile,2016,Days,303
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2016,Number of cases,287
Regional,Newfoundland and Labrador,Knee Replacement,% Meeting Benchmark,2016,Proportion,81
Regional,Newfoundland and Labrador,Knee Replacement,50thPercentile,2016,Days,115
Regional,Newfoundland and Labrador,Knee Replacement,90thPercentile,2016,Days,247
Regional,Newfoundland and Labrador,Knee Replacement,Volume,2016,Number of cases,89
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,50thPercentile,2016,Days,n/a
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,90thPercentile,2016,Days,n/a
Provincial,Newfoundland and Labrador,Lung Cancer Surgery,Volume,2016,Number of cases,n/a
Provincial,Newfoundland and Labrador,MRI Scan,50thPercentile,2016,Days,n/a
Provincial,Newfoundland and Labrador,MRI Scan,90thPercentile,2016,Days,n/a
Provincial,Newfoundland and Labrador,MRI Scan,Volume,2016,Number of cases,"9,434"
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,50thPercentile,2016,Days,27
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,90thPercentile,2016,Days,62
Provincial,Newfoundland and Labrador,Prostate Cancer Surgery,Volume,2016,Number of cases,68
Provincial,Newfoundland and Labrador,Radiation Therapy,% Meeting Benchmark,2016,Proportion,100
Provincial,Newfoundland and Labrador,Radiation Therapy,50thPercentile,2016,Days,12
Provincial,Newfoundland and Labrador,Radiation Therapy,90thPercentile,2016,Days,20
Provincial,Newfoundland and Labrador,Radiation Therapy,Volume,2016,Number of cases,393
Provincial,Nova Scotia,Bladder Cancer Surgery,50thPercentile,2016,Days,31
Provincial,Nova Scotia,Bladder Cancer Surgery,90thPercentile,2016,Days,89
Provincial,Nova Scotia,Bladder Cancer Surgery,Volume,2016,Number of cases,385
Provincial,Nova Scotia,Breast Cancer Surgery,50thPercentile,2016,Days,16
Provincial,Nova Scotia,Breast Cancer Surgery,90thPercentile,2016,Days,34
Provincial,Nova Scotia,Breast Cancer Surgery,Volume,2016,Number of cases,472
Provincial,Nova Scotia,CABG,50thPercentile,2016,Days,7
Provincial,Nova Scotia,CABG,90thPercentile,2016,Days,66
Provincial,Nova Scotia,CABG,Volume,2016,Number of cases,163
Provincial,Nova Scotia,Cataract surgery,% Meeting Benchmark,2016,Proportion,65
Provincial,Nova Scotia,Cataract surgery,50thPercentile,2016,Days,92
Provincial,Nova Scotia,Cataract surgery,90thPercentile,2016,Days,214
Provincial,Nova Scotia,Cataract surgery,Volume,2016,Number of cases,"4,004"
Provincial,Nova Scotia,Colorectal Cancer Surgery,50thPercentile,2016,Days,24
Provincial,Nova Scotia,Colorectal Cancer Surgery,90thPercentile,2016,Days,48
Provincial,Nova Scotia,Colorectal Cancer Surgery,Volume,2016,Number of cases,293
Provincial,Nova Scotia,CT Scan,50thPercentile,2016,Days,26
Provincial,Nova Scotia,CT Scan,90thPercentile,2016,Days,77
Provincial,Nova Scotia,CT Scan,Volume,2016,Number of cases,"35,109"
Provincial,Nova Scotia,Hip Fracture Repair,% Meeting Benchmark,2016,Proportion,85
Provincial,Nova Scotia,Hip Fracture Repair,50thPercentile,2016,Hours,21
Provincial,Nova Scotia,Hip Fracture Repair,90thPercentile,2016,Hours,56
Provincial,Nova Scotia,Hip Fracture Repair,Volume,2016,Number of cases,294
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2016,Proportion,n/a
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,50thPercentile,2016,Hours,n/a
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,90thPercentile,2016,Hours,n/a
Provincial,Nova Scotia,Hip Fracture Repair/Emergency and Inpatient,Volume,2016,Number of cases,n/a
Provincial,Nova Scotia,Hip Replacement,% Meeting Benchmark,2016,Proportion,56
Provincial,Nova Scotia,Hip Replacement,50thPercentile,2016,Days,152
Provincial,Nova Scotia,Hip Replacement,90thPercentile,2016,Days,606
Provincial,Nova Scotia,Hip Replacement,Volume,2016,Number of cases,600
Regional,Nova Scotia,Hip Replacement,% Meeting Benchmark,2016,Proportion,40
Regional,Nova Scotia,Hip Replacement,50thPercentile,2016,Days,212
Regional,Nova Scotia,Hip Replacement,90thPercentile,2016,Days,671
Regional,Nova Scotia,Hip Replacement,Volume,2016,Number of cases,98
Regional,Nova Scotia,Hip Replacement,% Meeting Benchmark,2016,Proportion,51
Regional,Nova Scotia,Hip Replacement,50thPercentile,2016,Days,182
Regional,Nova Scotia,Hip Replacement,90thPercentile,2016,Days,456
Regional,Nova Scotia,Hip Replacement,Volume,2016,Number of cases,97
Regional,Nova Scotia,Hip Replacement,% Meeting Benchmark,2016,Proportion,83
Regional,Nova Scotia,Hip Replacement,50thPercentile,2016,Days,64
Regional,Nova Scotia,Hip Replacement,90thPercentile,2016,Days,239
Regional,Nova Scotia,Hip Replacement,Volume,2016,Number of cases,112
Regional,Nova Scotia,Hip Replacement,% Meeting Benchmark,2016,Proportion,53
Regional,Nova Scotia,Hip Replacement,50thPercentile,2016,Days,160
Regional,Nova Scotia,Hip Replacement,90thPercentile,2016,Days,750
Regional,Nova Scotia,Hip Replacement,Volume,2016,Number of cases,293
Provincial,Nova Scotia,Knee Replacement,% Meeting Benchmark,2016,Proportion,38
Provincial,Nova Scotia,Knee Replacement,50thPercentile,2016,Days,260
Provincial,Nova Scotia,Knee Replacement,90thPercentile,2016,Days,764
Provincial,Nova Scotia,Knee Replacement,Volume,2016,Number of cases,"1,001"
Regional,Nova Scotia,Knee Replacement,% Meeting Benchmark,2016,Proportion,26
Regional,Nova Scotia,Knee Replacement,50thPercentile,2016,Days,294
Regional,Nova Scotia,Knee Replacement,90thPercentile,2016,Days,794
Regional,Nova Scotia,Knee Replacement,Volume,2016,Number of cases,255
Regional,Nova Scotia,Knee Replacement,% Meeting Benchmark,2016,Proportion,37
Regional,Nova Scotia,Knee Replacement,50thPercentile,2016,Days,332
Regional,Nova Scotia,Knee Replacement,90thPercentile,2016,Days,499
Regional,Nova Scotia,Knee Replacement,Volume,2016,Number of cases,136
Regional,Nova Scotia,Knee Replacement,% Meeting Benchmark,2016,Proportion,74
Regional,Nova Scotia,Knee Replacement,50thPercentile,2016,Days,85
Regional,Nova Scotia,Knee Replacement,90thPercentile,2016,Days,280
Regional,Nova Scotia,Knee Replacement,Volume,2016,Number of cases,195
Regional,Nova Scotia,Knee Replacement,% Meeting Benchmark,2016,Proportion,28
Regional,Nova Scotia,Knee Replacement,50thPercentile,2016,Days,315
Regional,Nova Scotia,Knee Replacement,90thPercentile,2016,Days,895
Regional,Nova Scotia,Knee Replacement,Volume,2016,Number of cases,415
