reporting_level,province/territory,region,indicator,metric,data_year,unit_of_measurement,indicator_result,unnamed:_8,unnamed:_9,unnamed:_10,unnamed:_11,unnamed:_12,unnamed:_13,unnamed:_14,unnamed:_15,unnamed:_16,unnamed:_17,unnamed:_18,unnamed:_19,unnamed:_20,unnamed:_21,unnamed:_22,unnamed:_23,unnamed:_24,unnamed:_25,unnamed:_26,unnamed:_27
Regional,Ontario,Central East LHIN (Former),Hip Replacement,90th Percentile,2014.0,Days,145.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central East LHIN (Former),Hip Replacement,Volume,2014.0,Number of cases,520.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Hip Replacement,% Meeting Benchmark,2014.0,Proportion,84.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Hip Replacement,50th Percentile,2014.0,Days,71.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Hip Replacement,90th Percentile,2014.0,Days,253.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Hip Replacement,Volume,2014.0,Number of cases,446.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Hip Replacement,% Meeting Benchmark,2014.0,Proportion,83.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Hip Replacement,50th Percentile,2014.0,Days,93.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Hip Replacement,90th Percentile,2014.0,Days,244.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Hip Replacement,Volume,2014.0,Number of cases,724.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Hip Replacement,% Meeting Benchmark,2014.0,Proportion,94.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Hip Replacement,50th Percentile,2014.0,Days,60.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Hip Replacement,90th Percentile,2014.0,Days,161.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Hip Replacement,Volume,2014.0,Number of cases,186.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Hip Replacement,% Meeting Benchmark,2014.0,Proportion,83.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Hip Replacement,50th Percentile,2014.0,Days,86.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Hip Replacement,90th Percentile,2014.0,Days,250.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Hip Replacement,Volume,2014.0,Number of cases,419.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Hip Replacement,% Meeting Benchmark,2014.0,Proportion,84.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Hip Replacement,50th Percentile,2014.0,Days,81.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Hip Replacement,90th Percentile,2014.0,Days,233.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Hip Replacement,Volume,2014.0,Number of cases,151.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,% Meeting Benchmark,2014.0,Proportion,86.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,50th Percentile,2014.0,Days,75.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,90th Percentile,2014.0,Days,209.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Knee Replacement,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Erie St. Clair LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,79.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Erie St. Clair LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,89.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Erie St. Clair LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,254.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Erie St. Clair LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,774.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South West LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,81.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South West LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,97.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South West LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,218.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South West LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Waterloo Wellington LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,91.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Waterloo Wellington LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,73.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Waterloo Wellington LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,167.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Waterloo Wellington LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,608.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Hamilton Niagara Haldimand Brant LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,82.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Hamilton Niagara Haldimand Brant LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,71.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Hamilton Niagara Haldimand Brant LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,234.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Hamilton Niagara Haldimand Brant LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central West LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,50.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central West LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,184.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central West LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,310.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central West LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,405.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Mississauga Halton LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,88.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Mississauga Halton LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,72.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Mississauga Halton LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,204.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Mississauga Halton LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,773.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Toronto Central LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,90.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Toronto Central LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,63.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Toronto Central LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,180.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Toronto Central LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,96.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,62.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,154.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central East LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,96.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central East LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,63.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central East LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,160.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Central East LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,93.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,69.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,158.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,South East LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,640.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,87.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,86.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,204.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,Champlain LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,92.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,69.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,176.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North Simcoe Muskoka LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,278.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,77.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,94.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,271.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North East LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,676.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Knee Replacement,% Meeting Benchmark,2014.0,Proportion,76.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Knee Replacement,50th Percentile,2014.0,Days,85.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Knee Replacement,90th Percentile,2014.0,Days,295.0,,,,,,,,,,,,,,,,,,,,
Regional,Ontario,North West LHIN (Former),Knee Replacement,Volume,2014.0,Number of cases,243.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Lung Cancer Surgery,50th Percentile,2014.0,Days,18.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Lung Cancer Surgery,90th Percentile,2014.0,Days,34.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Lung Cancer Surgery,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,MRI Scan,50th Percentile,2014.0,Days,29.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,MRI Scan,90th Percentile,2014.0,Days,73.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,MRI Scan,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Prostate Cancer Surgery,50th Percentile,2014.0,Days,36.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Prostate Cancer Surgery,90th Percentile,2014.0,Days,85.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Prostate Cancer Surgery,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Radiation Therapy,% Meeting Benchmark,2014.0,Proportion,99.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Radiation Therapy,50th Percentile,2014.0,Days,7.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Radiation Therapy,90th Percentile,2014.0,Days,14.0,,,,,,,,,,,,,,,,,,,,
Provincial,Ontario,,Radiation Therapy,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Bladder Cancer Surgery,50th Percentile,2014.0,Days,26.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Bladder Cancer Surgery,90th Percentile,2014.0,Days,62.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Bladder Cancer Surgery,Volume,2014.0,Number of cases,28.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Breast Cancer Surgery,50th Percentile,2014.0,Days,22.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Breast Cancer Surgery,90th Percentile,2014.0,Days,40.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Breast Cancer Surgery,Volume,2014.0,Number of cases,64.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CABG,50th Percentile,2014.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CABG,90th Percentile,2014.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CABG,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Cataract surgery,% Meeting Benchmark,2014.0,Proportion,46.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Cataract surgery,50th Percentile,2014.0,Days,118.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Cataract surgery,90th Percentile,2014.0,Days,190.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Cataract surgery,Volume,2014.0,Number of cases,532.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,50th Percentile,2014.0,Days,28.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,90th Percentile,2014.0,Days,54.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Colorectal Cancer Surgery,Volume,2014.0,Number of cases,31.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CT Scan,50th Percentile,2014.0,Days,23.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CT Scan,90th Percentile,2014.0,Days,46.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,CT Scan,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair,% Meeting Benchmark,2014.0,Proportion,63.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair,50th Percentile,2014.0,Hours,41.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair,90th Percentile,2014.0,Hours,63.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair,Volume,2014.0,Number of cases,24.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2014.0,Proportion,77.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2014.0,Hours,28.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2014.0,Hours,60.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Fracture Repair/Emergency and Inpatient,Volume,2014.0,Number of cases,86.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,% Meeting Benchmark,2014.0,Proportion,81.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,50th Percentile,2014.0,Days,56.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,90th Percentile,2014.0,Days,228.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Hip Replacement,Volume,2014.0,Number of cases,101.0,,,,,,,,,,,,,,,,,,,,
Regional,Prince Edward Island,Health PEI,Hip Replacement,% Meeting Benchmark,2014.0,Proportion,81.0,,,,,,,,,,,,,,,,,,,,
Regional,Prince Edward Island,Health PEI,Hip Replacement,50th Percentile,2014.0,Days,56.0,,,,,,,,,,,,,,,,,,,,
Regional,Prince Edward Island,Health PEI,Hip Replacement,90th Percentile,2014.0,Days,228.0,,,,,,,,,,,,,,,,,,,,
Regional,Prince Edward Island,Health PEI,Hip Replacement,Volume,2014.0,Number of cases,101.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,% Meeting Benchmark,2014.0,Proportion,70.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,50th Percentile,2014.0,Days,126.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,90th Percentile,2014.0,Days,300.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Knee Replacement,Volume,2014.0,Number of cases,153.0,,,,,,,,,,,,,,,,,,,,
Regional,Prince Edward Island,Health PEI,Knee Replacement,% Meeting Benchmark,2014.0,Proportion,70.0,,,,,,,,,,,,,,,,,,,,
Regional,Prince Edward Island,Health PEI,Knee Replacement,50th Percentile,2014.0,Days,126.0,,,,,,,,,,,,,,,,,,,,
Regional,Prince Edward Island,Health PEI,Knee Replacement,90th Percentile,2014.0,Days,300.0,,,,,,,,,,,,,,,,,,,,
Regional,Prince Edward Island,Health PEI,Knee Replacement,Volume,2014.0,Number of cases,153.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Lung Cancer Surgery,50th Percentile,2014.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Lung Cancer Surgery,90th Percentile,2014.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Lung Cancer Surgery,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,MRI Scan,50th Percentile,2014.0,Days,71.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,MRI Scan,90th Percentile,2014.0,Days,172.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,MRI Scan,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,50th Percentile,2014.0,Days,27.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,90th Percentile,2014.0,Days,94.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Prostate Cancer Surgery,Volume,2014.0,Number of cases,10.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,% Meeting Benchmark,2014.0,Proportion,90.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,50th Percentile,2014.0,Days,14.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,90th Percentile,2014.0,Days,28.0,,,,,,,,,,,,,,,,,,,,
Provincial,Prince Edward Island,,Radiation Therapy,Volume,2014.0,Number of cases,247.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Bladder Cancer Surgery,50th Percentile,2014.0,Days,27.0,,,,1.0,,,,,,,,,,,,,,,,
Provincial,Quebec,,Bladder Cancer Surgery,90th Percentile,2014.0,Days,56.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Bladder Cancer Surgery,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Breast Cancer Surgery,50th Percentile,2014.0,Days,27.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Breast Cancer Surgery,90th Percentile,2014.0,Days,56.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Breast Cancer Surgery,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CABG,50th Percentile,2014.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CABG,90th Percentile,2014.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CABG,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Cataract surgery,% Meeting Benchmark,2014.0,Proportion,88.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Cataract surgery,50th Percentile,2014.0,Days,32.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Cataract surgery,90th Percentile,2014.0,Days,129.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Cataract surgery,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Colorectal Cancer Surgery,50th Percentile,2014.0,Days,21.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Colorectal Cancer Surgery,90th Percentile,2014.0,Days,49.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Colorectal Cancer Surgery,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CT Scan,50th Percentile,2014.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CT Scan,90th Percentile,2014.0,Days,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,CT Scan,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Fracture Repair,% Meeting Benchmark,2014.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Fracture Repair,50th Percentile,2014.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Fracture Repair,90th Percentile,2014.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Fracture Repair,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2014.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,50th Percentile,2014.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,90th Percentile,2014.0,Hours,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Fracture Repair/Emergency and Inpatient,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Replacement,% Meeting Benchmark,2014.0,Proportion,84.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Replacement,50th Percentile,2014.0,Days,83.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Replacement,90th Percentile,2014.0,Days,229.0,,,,,,,,,,,,,,,,,,,,
Provincial,Quebec,,Hip Replacement,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Terres-Cries-de-la-Baie-James Region,Hip Replacement,% Meeting Benchmark,2014.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Terres-Cries-de-la-Baie-James Region,Hip Replacement,50th Percentile,2014.0,Days,,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Terres-Cries-de-la-Baie-James Region,Hip Replacement,90th Percentile,2014.0,Days,,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Terres-Cries-de-la-Baie-James Region,Hip Replacement,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Laurentides Region,Hip Replacement,% Meeting Benchmark,2014.0,Proportion,89.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Laurentides Region,Hip Replacement,50th Percentile,2014.0,Days,75.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Laurentides Region,Hip Replacement,90th Percentile,2014.0,Days,192.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Laurentides Region,Hip Replacement,Volume,2014.0,Number of cases,140.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Outaouais Region,Hip Replacement,% Meeting Benchmark,2014.0,Proportion,98.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Outaouais Region,Hip Replacement,50th Percentile,2014.0,Days,49.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Outaouais Region,Hip Replacement,90th Percentile,2014.0,Days,111.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Outaouais Region,Hip Replacement,Volume,2014.0,Number of cases,133.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Estrie Region,Hip Replacement,% Meeting Benchmark,2014.0,Proportion,,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Estrie Region,Hip Replacement,50th Percentile,2014.0,Days,,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Estrie Region,Hip Replacement,90th Percentile,2014.0,Days,,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Estrie Region,Hip Replacement,Volume,2014.0,Number of cases,,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Mauricie et Centre-du-Qu�bec Region,Hip Replacement,% Meeting Benchmark,2014.0,Proportion,96.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Mauricie et Centre-du-Qu�bec Region,Hip Replacement,50th Percentile,2014.0,Days,64.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Mauricie et Centre-du-Qu�bec Region,Hip Replacement,90th Percentile,2014.0,Days,142.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Mauricie et Centre-du-Qu�bec Region,Hip Replacement,Volume,2014.0,Number of cases,189.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Gasp�sie��les-de-la-Madeleine Region,Hip Replacement,% Meeting Benchmark,2014.0,Proportion,100.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Gasp�sie��les-de-la-Madeleine Region,Hip Replacement,50th Percentile,2014.0,Days,42.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Gasp�sie��les-de-la-Madeleine Region,Hip Replacement,90th Percentile,2014.0,Days,102.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,Gasp�sie��les-de-la-Madeleine Region,Hip Replacement,Volume,2014.0,Number of cases,27.0,,,,,,,,,,,,,,,,,,,,
Regional,Quebec,C�te-Nord Region,Hip Replacement,% Meeting Benchmark,2014.0,Proportion,93.0,,,,,,,,,,,,,,,,,,,,
